#,English Name,Cost IQD,Chinese Name,Platform,Offline Price IQD,English Support,Cover URL,Store Link,NSUID,Publisher,Languages,Matched Title,Source
736,Yo-kai Watch Jam: Yo-kai Academy Y,1496,妖怪学园Y,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_3ds_6/PS_3DS_YoKaiWatch2_PsychicSpecters_UKV_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-3DS-games/YO-KAI-WATCH-2-Psychic-Specters-1243556.html,,,"dutch, english, french, german, italian, russian, spanish",YO-KAI WATCH® 2: Psychic Specters,EU
737,Raft Survival Simulator,1496,木筏生存,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Raft-Survival-Simulator-2512160.html,,,english,Raft Survival Simulator,EU
738,Tricky Towers,1496,难死塔,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TrickyTowers_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Tricky-Towers-1441264.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Tricky Towers,EU
739,Pikuniku,1496,野餐大冒险,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Pikuniku_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Pikuniku-1497144.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Pikuniku,EU
740,Street Fighter 30th Anniversary Collection,1711.6,街头霸王 30周年纪念合集,Nintendo Switch,9000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_StreetFighter30thAnniversaryCollection_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Street-Fighter-30th-Anniversary-Collection-1370376.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Street Fighter™ 30th Anniversary Collection,EU
741,Hand in Hand,1496,手拉手 携手,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Hand-in-Hand-2568073.html,,,"chinese, english, french, german, italian, japanese, portuguese, russian, spanish",Hand in Hand,EU
742,Alice in the Country of Spades,1496,黑桃国的爱丽丝,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/migration/games_7/packshot/nintendods_1/landscape_6/PS_HeartsSpadesEuchre_image500w.png,https://www.nintendo.com/en-gb/Games/Nintendo-DS/Hearts-Spades-Euchre-271056.html,,,"english, french, german, italian, spanish",Hearts Spades Euchre,EU
743,Rune Dice,1496,符文之骰,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Rune-Dice-3093544.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Rune Dice,EU
744,Matchpoint: Tennis Championships,1927.2,决胜点 网球,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_MatchpointTennisChampionships_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Matchpoint-Tennis-Championships-2283307.html,,,"dutch, english, french, german, italian, portuguese, russian, spanish",Matchpoint - Tennis Championships,EU
745,The House of Da Vinci,1496,达芬奇密室,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TheHouseOfDaVinci_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/The-House-of-Da-Vinci-1609754.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",The House of Da Vinci,EU
746,inKONBINI: One Store. Many Stories.,1496,inKONBINI,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/inKONBINI-One-Store-Many-Stories-3091876.html,,,"chinese, english, french, german, japanese, portuguese, russian, spanish",inKONBINI: One Store. Many Stories,EU
747,Riviera: The Promised Land,1496,约定之地,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Riviera-The-Promised-Land-2699618.html,,,english,Riviera: The Promised Land,EU
748,Witch's Spring R,1496,魔女之泉R,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Witch-It-2722057.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Witch It,EU
749,Varlet,1496,暗徒誓约,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/VARLET-2886392.html,,,"english, japanese",VARLET,EU
750,ARMS,1496,神臂斗士,Nintendo Switch,5000,نعم,,https://store.nintendo.com.hk/70010000009381,70010000009381,Nintendo,中文,ARMS,HK
751,Let's Build a Zoo,1496,一起来造动物园,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_LetsBuildAZoo_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Let-s-Build-a-Zoo-2273192.html,,,"chinese, english, french, german, italian, japanese, spanish",Let's Build a Zoo,EU
752,My Next Life as a Villainess: All Routes Lead to Doom!,2142.8,转生成女性向游戏 毁灭END 坏人大小姐,Nintendo Switch,11000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/My-Next-Life-As-A-Villainess-All-Routes-Lead-to-Doom-Pirates-of-the-Disturbance-2457652.html,,,english,My Next Life As A Villainess: All Routes Lead to Doom ! -Pirates of the Disturbance-,EU
753,The Disney Afternoon Collection,1496,迪士尼下午合集,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/The-Disney-Afternoon-Collection-3017177.html,,,"english, french, german, italian, japanese, portuguese, russian, spanish",The Disney Afternoon Collection,EU
754,Dusk Diver,1496,酉阳町,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_DuskDiver_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Dusk-Diver-1650238.html,,,"chinese, english, japanese, korean",Dusk Diver,EU
755,Salt and Sacrifice,1496,盐与献祭,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Salt-and-Sacrifice-2477283.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",Salt and Sacrifice,EU
756,Into the Breach,1496,陷阵之志,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_IntoTheBreach_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Into-the-Breach-1430880.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Into the Breach,EU
757,The Case of the Golden Idol: Complete Edition,1711.6,金偶像谜案 完整版,Nintendo Switch 2,6000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/The-Case-of-the-Golden-Idol-Complete-Edition-2677730.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",The Case of the Golden Idol: Complete Edition,EU
758,Snoopy: The Great Mystery Club,1496,史努比 神秘大侦探社,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/Snoopy-The-Great-Mystery-Club-3009480.html,,,"dutch, english, french, german, italian, spanish",Snoopy & The Great Mystery Club,EU
759,Damon and Baby,1496,恶魔宝贝,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/DAMON-and-BABY-3015336.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",DAMON and BABY,EU
760,Disgaea 6,1496,魔界战记6,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_Disgaea6DefianceOfDestiny_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Disgaea-6-Defiance-of-Destiny-1843110.html,,,"english, french, japanese",Disgaea 6: Defiance of Destiny,EU
761,Guilty Gear XX Accent Core Plus R,1496,罪恶装备X,Nintendo Switch,5000,نعم,,https://store.nintendo.com.hk/70010000012664,70010000012664,Arc System Works,中文,GUILTY GEAR XX ACCENT CORE PLUS R,HK
762,The Midnight Walk,1496,午夜漫步,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/The-Midnight-Walk-3041158.html,,,"english, french, german, japanese, korean, portuguese, spanish",The Midnight Walk,EU
763,System Shock,1496,网络奇兵,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/System-Shock-2983574.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, russian, spanish",System Shock,EU
764,Rayman 30th Anniversary Edition,1496,雷曼 30周年纪念版,Nintendo Switch 2,12000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Rayman-30th-Anniversary-Edition-3028001.html,,,"chinese, english, french, german, italian, japanese, portuguese, spanish",Rayman: 30th Anniversary Edition,EU
765,Farming Simulator 23: Nintendo Switch Edition,1496,模拟农场23,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Farming-Simulator-23-Nintendo-Switch-Edition-2349578.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Farming Simulator 23: Nintendo Switch™ Edition,EU
766,World of Goo 2,1496,粘粘世界2,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/World-of-Goo-2-2520728.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, spanish",World of Goo 2,EU
767,Skul: The Hero Slayer,1496,小骨 英雄杀,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SkulTheHeroSlayer_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Skul-The-Hero-Slayer-1950789.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Skul: The Hero Slayer,EU
768,Kingdom: Vengeance,1496,王国 复仇,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Kingdom-Rush-Vengeance-2840378.html,,,"chinese, english, french, german, japanese, korean, portuguese, russian, spanish",Kingdom Rush Vengeance,EU
769,Uncharted Waters IV with Power-Up Kit HD Version,1496,大航海时代4 威力加强版HD,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/03_teaser_module_1_square/games_3/virtual_console_wii_u_2/TM_WiiUVC_UnchartedWatersNewHorizons_image500w.png,https://www.nintendo.com/en-gb/Games/Super-Nintendo/Uncharted-Waters-New-Horizons-836923.html,,,english,Uncharted Waters: New Horizons,EU
770,Cozy Grove: Camp Spirit,1927.2,和睦森林 营地之灵,Nintendo Switch 2,9000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Cozy-Grove-Camp-Spirit-3115293.html,,,"chinese, english, french, german, italian, japanese, korean, polish, portuguese, spanish",Cozy Grove: Camp Spirit,EU
771,Gloomy Eyes,1496,阴暗之眸,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Gloomy-Eyes-2894358.html,,,"chinese, english, french, german, japanese, korean, portuguese, spanish",Gloomy Eyes,EU
772,Norn9: Norn+Nonet,1496,命运九重奏,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Norn9-Var-Commons-2353596.html,,,english,Norn9: Var Commons,EU
773,Trine 5: A Clockwork Conspiracy,1711.6,三位一体5,Nintendo Switch,7000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Trine-5-A-Clockwork-Conspiracy-2430833.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Trine 5: A Clockwork Conspiracy,EU
774,Model Debut: nicola,1496,模特儿出道 nicola,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/MODEL-Debut3-nicola-2676393.html,,,"english, french",MODEL Debut3 #nicola,EU
775,The Legend of Heroes: Trails of Cold Steel II,1496,英雄传说 闪之轨迹II,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_TheLegendOfHeroesTrailsOfColdSteelIII_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/The-Legend-of-Heroes-Trails-of-Cold-Steel-III-1748153.html,,,"english, french",The Legend of Heroes: Trails of Cold Steel III,EU
776,Brain Training for Nintendo Switch,1496,脑科学专家 川岛隆太博士监修,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_DrKawashimasBrainTrainingForNintendoSwitch_enGB_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Dr-Kawashima-s-Brain-Training-for-Nintendo-Switch-1656777.html,,,"dutch, english, french, german, italian, japanese, spanish",Dr Kawashima’s Brain Training for Nintendo Switch,EU
777,Sword Art Online: Alicization Lycoris,1496,刀剑神域 彼岸游境,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_SwordArtOnlineAlicizationLycoris_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/SWORD-ART-ONLINE-Alicization-Lycoris-2269868.html,,,"english, french, german, italian, russian, spanish",SWORD ART ONLINE Alicization Lycoris,EU
778,Descenders,1496,降速王者,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_Descenders_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Descenders-1868065.html,,,"chinese, dutch, english, french, german, italian, japanese, korean, portuguese, spanish",Descenders,EU
779,Dustland Delivery,1496,废土快递,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Dustland-Delivery-2985648.html,,,"chinese, english, japanese",Dustland Delivery,EU
780,Disgaea 4 Complete+,1496,魔界战记4 Return,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_Disgaea5Complete_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Disgaea-4-Complete-1659447.html,,,"english, french",Disgaea 4 Complete+,EU
781,Bratz: Rhythm & Style,1496,布拉茨 节奏与风格,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Bratz-Rhythm-Style-2845229.html,,,"chinese, dutch, english, french, german, italian, portuguese, spanish",Bratz® Rhythm & Style,EU
782,Legendary Fishing,1496,钓鱼传奇,Nintendo Switch 2,5000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_LegendaryFishing_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Legendary-Fishing-1443159.html,,,"chinese, english, french, german, italian, japanese, korean, spanish",Legendary Fishing,EU
783,Outer Wilds,1496,星际拓荒,Nintendo Switch,7000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_OuterWilds_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Outer-Wilds-1923577.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Outer Wilds,EU
784,Yatsumeguri,1496,八巡,Nintendo Switch,5000,نعم,,,,,,,
785,Metro Simulator,1496,地铁模拟器,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_MetroSimulator_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Metro-Simulator-2005017.html,,,"english, french, german, italian, portuguese, russian, spanish",Metro Simulator,EU
786,Pizza Possum,1496,负鼠闹翻天,Nintendo Switch,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Pizza-Possum-2449678.html,,,"chinese, english, french, german, italian, japanese, korean, portuguese, russian, spanish",Pizza Possum,EU
787,Shift Happens,1496,移形换位,Nintendo Switch,5000,نعم,https://www.nintendo.com/eu/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_ShiftHappens_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-download-software/Shift-Happens-1453119.html,,,"english, french, german, russian, spanish",Shift Happens,EU
788,ONE MILITARY CAMP,1496,一个军事营地,Nintendo Switch 2,5000,نعم,,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-2-games/One-Military-Camp-3100825.html,,,"chinese, english, french, german, japanese, russian, spanish",One Military Camp,EU
789,Taiko no Tatsujin: Rhythmic Adventure Pack,1496,太鼓达人 咚咚二合一大冒险,Nintendo Switch,8000,نعم,https://www.nintendo.com/eu/media/images/05_packshots/games_13/nintendo_switch_8/PS_NSwitch_TaikNoTatsujinRhythmicAdventurePack_PEGI_image500w.jpg,https://www.nintendo.com/en-gb/Games/Nintendo-Switch-games/Taiko-no-Tatsujin-Rhythmic-Adventure-Pack-1888075.html,,,"english, japanese",Taiko no Tatsujin: Rhythmic Adventure Pack,EU
